closing_date,year,period_type,dividend_value
2023-07-13,2022,full year,0.0
2022-07-13,2021,full year,0.0
2021-07-13,2020,full year,219.5
2020-07-13,2019,full year,0.0
2019-07-08,2018,full year,0.0
2018-07-09,2017,full year,0.0
2017-07-11,2016,full year,0.0
2016-07-11,2015,full year,0.0
2015-07-10,2014,full year,0.0
2014-07-18,2013,full year,0.0
2013-05-08,2012,full year,0.0
