closing_date,year,period_type,dividend_value
2020-06-01,2019,full year,0.03
2019-07-10,2018,full year,0.025
2018-07-06,2017,full year,0.02
2017-07-03,2016,full year,0.01
2016-05-10,2015,full year,0.001
