closing_date,year,period_type,dividend_value
2025-07-15,2024,full year,16.4
2024-05-28,2023,full year,15.85
2023-05-22,2022,full year,11.0
2022-09-20,2021,full year,11.08
2021-06-08,2020,full year,10.92
2020-07-28,2019,full year,6.73
2019-06-25,2018,full year,9.85
2018-05-03,2017,full year,13.52
2017-05-29,2016,full year,4.83
2016-12-02,2015,full year,9.93
2015-04-30,2014,full year,7.94
2014-06-17,2013,full year,8.15
2013-04-10,2012,full year,1.15
