closing_date,year,period_type,dividend_value
2024-06-15,2023,full year,2.0
2023-12-03,2023,9 months,2.0
2022-06-21,2021,full year,4.5
2021-06-25,2020,full year,1.95
2020-11-30,2020,9 months,2.55
2020-06-26,2019,full year,1.42
2019-12-24,2019,9 months,0.78
2012-04-21,2011,full year,0.15
