closing_date,year,period_type,dividend_value
,2021,full year,0.0
2021-07-13,2020,full year,0.0
2020-07-17,2019,full year,0.0
2019-07-18,2018,full year,0.0
2018-07-18,2017,full year,0.0
2017-07-11,2016,full year,0.0
2016-07-11,2015,full year,0.0
2015-07-11,2014,full year,0.0
2014-07-11,2013,full year,0.0
2013-05-17,2012,full year,0.0
2012-05-22,2011,full year,8.06
2011-04-20,2010,full year,8.73
2010-05-24,2009,full year,1.09
2009-06-04,2008,full year,5.53
