closing_date,year,period_type,dividend_value
2017-12-11,2017,9 months,5.67
2016-12-12,2016,9 months,7.5
2014-09-26,2014,full year,1.9
2013-10-08,2013,9 months,1.23
2013-05-08,2013,full year,4.62
2013-05-08,2012,full year,0.18
2012-05-08,2012,full year,1.53
2012-05-08,2011,full year,0.1
