closing_date,year,period_type,dividend_value
2021-07-19,2020,full year,4.27
2020-06-30,2019,full year,5.13
2019-07-15,2018,full year,3.92
2018-07-09,2017,full year,4.39
2017-07-10,2016,full year,1.58
2016-07-06,2015,full year,1.34
2015-07-06,2014,full year,1.2
2014-07-11,2013,full year,7.85
2013-05-23,2012,full year,13.72
