closing_date,year,period_type,dividend_value
2025-07-16,2024,full year,0.26
2024-07-10,2023,full year,0.14
2023-12-18,2023,9 months,0.43
2023-07-07,2022,full year,0.75
2022-10-12,2021,full year,0.31
2021-07-09,2020,full year,0.27
2020-11-23,2020,full year,0.3185
2019-07-17,2018,full year,0.0961
2018-06-25,2018,full year,0.15
2018-06-25,2017,full year,0.00065
,2016,full year,0.0
