closing_date,year,period_type,dividend_value
,2018,full year,0.0
,2017,full year,0.0
,2016,full year,0.0
2016-12-20,2016,9 months,0.0
,2015,full year,0.0
2015-11-30,2015,full year,0.0
2015-09-14,2015,full year,0.0
2015-06-05,2015,full year,0.0
2015-06-05,2014,full year,0.0
2014-11-25,2014,full year,0.0
2014-06-01,2013,full year,0.0
