closing_date,year,period_type,dividend_value
2022-07-11,2021,full year,0.0
2021-07-11,2020,full year,0.0
2020-10-11,2019,full year,0.0
2019-06-16,2018,full year,0.142
2018-06-26,2017,full year,0.2095
2017-07-11,2016,full year,0.1634
