closing_date,year,period_type,dividend_value
2015-01-15,2014,9 months,2.96
2014-06-20,2013,full year,1.63
2013-10-29,2013,9 months,2.21
2013-04-25,2012,full year,3.9
2012-04-26,2011,full year,4.0
2011-05-24,2010,full year,4.55
2010-05-11,2009,full year,1.7
2009-05-25,2008,full year,1.9
2008-08-13,2008,full year,4.0
2008-05-13,2007,full year,1.9
2006-11-07,2006,9 months,1.59
2005-11-22,2005,9 months,2.46
