closing_date,year,period_type,dividend_value
2020-12-27,2020,9 months,1.5
2019-12-23,2019,9 months,1.27
2018-12-24,2018,9 months,1.26
2017-12-25,2017,9 months,1.24
,2016,full year,0.0
,2015,full year,0.0
2014-12-15,2014,9 months,1.4
,2013,full year,0.0
2012-11-16,2012,9 months,0.56
