closing_date,year,period_type,dividend_value
2024-04-20,2024,full year,47.3
2023-12-03,2023,9 months,15.8
2023-04-16,2023,full year,37.87
2022-11-14,2022,9 months,5.16
2022-05-08,2022,full year,14.4
,2021,9 months,54.84
,2020,full year,95.6
