closing_date,year,period_type,dividend_value
2025-07-08,2024,full year,0.0
2024-07-08,2023,full year,0.0
2023-07-12,2022,full year,0.0
,2021,full year,0.0
2021-07-07,2020,full year,0.0
2020-06-09,2019,full year,0.0
2019-07-09,2018,full year,0.0
2018-07-11,2017,full year,0.0
2017-07-13,2016,full year,0.0
2016-07-13,2015,full year,0.0
2015-07-08,2014,full year,0.0
2014-07-08,2013,full year,0.0
2013-05-07,2012,full year,0.0
2012-05-05,2011,full year,0.0
