closing_date,year,period_type,dividend_value
2025-07-17,2025,full year,3.0
2025-07-17,2024,full year,14.19
2025-01-15,2024,9 months,6.48
2024-10-19,2024,full year,4.32
2024-07-09,2024,full year,2.5
2024-07-09,2023,full year,16.72
2023-12-10,2023,9 months,8.88
