closing_date,year,period_type,dividend_value
2025-07-10,2024,full year,26.11
2024-06-14,2023,full year,17.35
2023-05-12,2022,full year,4.84
,2021,full year,0.0
2021-05-14,2020,full year,9.45
2020-05-15,2019,full year,7.93
2019-05-14,2018,full year,7.7
2018-05-15,2017,full year,5.47
2017-09-29,2017,full year,2.49
2017-05-16,2016,full year,7.68
2016-05-16,2015,full year,7.11
2015-05-12,2014,full year,3.87
2014-07-11,2013,full year,2.38
2013-05-20,2012,full year,1.22
