closing_date,year,period_type,dividend_value
2020-12-25,2020,9 months,782.63
2019-10-03,2019,full year,154.57
2019-06-01,2018,full year,480.37
2018-05-28,2017,full year,293.04
2017-07-11,2016,full year,46.81
2015-07-10,2014,full year,70.96
2014-07-10,2013,full year,81.47
2013-05-14,2012,full year,86.67
2012-05-14,2011,full year,87.68
2011-05-16,2010,full year,2.91
2010-05-11,2009,full year,0.16
2009-05-11,2008,full year,19.29
2008-05-12,2007,full year,11.03
