closing_date,year,period_type,dividend_value
2023-07-13,2022,full year,131.0
2022-11-28,2022,9 months,0.0
2022-07-13,2021,full year,5.29
2021-07-13,2020,full year,3699.27
2020-07-13,2019,full year,13.87
2019-07-08,2018,full year,110.0
2018-07-09,2017,full year,8.71
2017-07-11,2016,full year,34.18
2016-07-11,2015,full year,690.15
2015-07-10,2014,full year,18.92
2014-07-18,2013,full year,4.78
2013-08-22,2013,half year,433.72
2013-05-08,2012,full year,5.4
2012-08-23,2012,half year,281.56
