closing_date,year,period_type,dividend_value
2023-07-12,2022,full year,0.012
,2021,full year,0.0
2021-07-06,2020,full year,0.0
2020-07-28,2019,full year,0.0
2019-07-09,2018,full year,0.0
2018-06-25,2017,full year,0.0
2017-07-03,2016,full year,0.0
2016-07-18,2015,full year,0.0
2015-07-14,2014,full year,0.0
2014-07-16,2013,full year,0.0
2013-04-24,2012,full year,0.0
2012-04-17,2011,full year,0.0
2011-05-12,2010,full year,0.0
2010-05-12,2009,full year,0.0
